band	Species	sex	Time period	year	Early v Late	weight	wing	tarsus	bill length	bill depth	bill width	PC1 body	PC1 beak	PC2 beak
19164	fortis	unknown	6	2010	Late	14.1	65	18.6	10.6	8.8	8.4	-1.548200839	-0.513128064	-0.373715528
19174	fortis	male	6	2010	Late	16.7	69	20.9	10.6	9.4	8.6	0.953311284	0.128120879	-0.712719906
19362	fortis	unknown	6	2010	Late	19.2	69	19.4	10.7	8.6	8.7	0.754119046	-0.349926164	-0.384236434
19372	fortis	male	6	2010	Late	19.4	70	19.1	10	8.4	8.4	0.824215439	-0.98673862	-0.54220569
19382	fortis	male	6	2010	Late	17.3	66	18.7	9.8	7.7	7.8	-0.581327509	-2.140600079	-0.078111566
19384	fortis	female	6	2010	Late	17.6	64	18.6	10.9	9.1	8.5	-0.921851456	-0.106145161	-0.378417671
19394	fortis	male	6	2010	Late	16.4	65	18.9	10.2	9	8.3	-0.864113695	-0.572779993	-0.625334149
19612	fortis	male	6	2010	Late	13.6	66	18.8	9.6	8.1	7.9	-1.381028524	-1.802324472	-0.397757936
19614	fortis	male	6	2010	Late	16.9	67	19	10.8	9.3	8.9	-0.339518692	0.395332347	-0.708584946
19621	fortis	male	6	2010	Late	17.6	68	20	11.6	9.4	8.7	0.516781162	0.510936518	-0.212056158
19623	fortis	female	6	2010	Late	15.5	64	17.5	9.1	7.6	7.4	-1.97294179	-2.797143314	-0.227688565
19624	fortis	female	6	2010	Late	14.8	65	17.8	10	7.8	7.3	-1.80015962	-2.482575374	0.234826349
19626	fortis	male	6	2010	Late	13.7	65	19	10.4	8	8.1	-1.43372589	-1.457350343	-0.015353142
19627	fortis	male	6	2010	Late	16.6	66	19	10.9	8.2	8.2	-0.587506825	-1.068018576	0.130088896
19632	fortis	unknown	6	2010	Late	16.9	66	18.5	10	8.2	7.9	-0.776618275	-1.611956473	-0.218302023
19643	fortis	male	6	2010	Late	18.9	71	19.5	11.7	8.7	8.6	1.094642993	-0.081795504	0.173489312
19644	fortis	female	6	2010	Late	17	66	18.35	11.15	9.25	9.15	-0.831050822	0.695857641	-0.617853834
19645	fortis	male	6	2010	Late	14.8	65	19.1	9.8	7.8	7.6	-1.129000569	-2.255285058	-0.021049569
19654	fortis	male	6	2010	Late	15.6	66	18.8	10.7	8.2	8.1	-0.920850884	-1.220545065	0.068891938
19664	fortis	female	6	2010	Late	14.3	62	18.7	9.7	7.5	7.4	-1.987439917	-2.699649875	0.142189011
19672	fortis	male	6	2010	Late	13.2	68	18.6	10.6	8.8	8.6	-1.218396317	-0.323219662	-0.471055009
19674	fortis	male	6	2010	Late	14.7	65	18.4	10.4	8.3	8.1	-1.513402786	-1.231680072	-0.136185591
19682	fortis	unknown	6	2010	Late	13.2	64	18.5	9.7	7.8	7.8	-1.985869884	-2.0941628	-0.173322398
19725	fortis	male	6	2010	Late	16.2	64	18.6	10	7.7	8	-1.243975804	-1.893119389	-0.065584349
19741	fortis	female	6	2010	Late	13.6	68	19.3	10.8	8.4	8.2	-0.764967454	-0.946357873	-0.005399419
19746	fortis	male	6	2010	Late	15.8	67	19.4	10.6	9.3	9	-0.386105917	0.43271426	-0.867121384
19712	fortis	unknown	6	2011	Late	13.7	64	19.2	10.3	8	8.1	-1.509432139	-1.486136487	-0.070286491
19727	fortis	unknown	6	2011	Late	14.3	67	19.2	10.1	8.2	7.7	-0.834494386	-1.773078732	-0.066029194
19728	fortis	unknown	6	2011	Late	13.1	66	17.7	9.9	7.6	7.7	-2.063976746	-2.28199156	0.065769005
19734	fortis	male	6	2011	Late	14.4	67	19.5	9.8	8.4	8.5	-0.656602646	-0.949356707	-0.700742128
19749	fortis	unknown	6	2011	Late	14.4	67	18.8	10.5	8.9	8.6	-1.017995981	-0.276782382	-0.56626584
19762	fortis	unknown	6	2011	Late	15.4	67	19.3	10.7	8.5	8.4	-0.529769064	-0.710012191	-0.197949731
19764	fortis	unknown	6	2011	Late	13.1	66	19.1	9.9	7.7	7.6	-1.341190076	-2.301722338	0.074161263
19772	fortis	unknown	6	2011	Late	13.4	64	18	9.5	8.1	8.3	-2.197990216	-1.451293811	-0.647370245
19774	fortis	male	6	2011	Late	18.2	71	19.9	12.5	9.7	8.6	1.140091296	0.900727881	0.210181273
19782	fortis	male	6	2011	Late	13.2	65	18.6	9.2	7.6	7.5	-1.755280778	-2.673402969	-0.221424956
19784	fortis	unknown	6	2011	Late	15.2	68	19.8	10.8	9.1	8.8	-0.138687245	0.149931299	-0.57936024
19792	fortis	unknown	6	2011	Late	15	66	20.3	10.4	8.5	8.6	-0.284489887	-0.60646222	-0.460089258
19802	fortis	unknown	6	2011	Late	13.1	64	18.4	10	7.5	7.4	-2.060506385	-2.613291443	0.306989058
19814	fortis	unknown	6	2011	Late	14.2	64	19.1	10.2	7.6	7.9	-1.446015348	-2.005724727	0.133229572
19820	fortis	unknown	6	2011	Late	14.6	64	18.8	10.6	8.6	8.3	-1.508862678	-0.758529112	-0.244490822
19822	fortis	unknown	6	2011	Late	15.9	63	18.3	10.9	8.4	8.6	-1.646846795	-0.537754924	-0.14514503
19829	fortis	unknown	6	2011	Late	16.3	67	19.2	10.8	8.6	8.8	-0.374316745	-0.226185819	-0.377972825
19832	fortis	male	6	2011	Late	15.2	65	18.7	10.5	8.8	8.4	-1.243475518	-0.541914208	-0.428648877
19834	fortis	unknown	6	2011	Late	12.1	64	19.8	9.8	8	8.2	-1.567808535	-1.535113004	-0.393622976
19840	fortis	male	6	2011	Late	15.2	67	18.5	10.7	9.2	9.1	-0.988807783	0.481231182	-0.820580292
19849	fortis	male	6	2011	Late	13.2	65	17.7	9.6	8	7.7	-2.219929351	-2.067456298	-0.260140973
19874	fortis	unknown	6	2011	Late	15.2	68	18.4	10.7	9.4	8.9	-0.861473915	0.441769626	-0.803795778
19884	fortis	unknown	6	2011	Late	14	65	18.4	10.6	8.9	8.5	-1.67446496	-0.342950439	-0.462662751
19894	fortis	unknown	6	2011	Late	9.2	57	17.5	8.6	6.2	6.3	-4.675231766	-5.038698174	0.596896593
19912	fortis	male	6	2011	Late	14.6	69	17.9	9.7	8.2	8.1	-1.078703816	-1.508406502	-0.48044155
19914	fortis	unknown	6	2011	Late	15.1	64	18.2	10	8.5	8.3	-1.703583983	-1.006469398	-0.533813433
19921	fortis	unknown	6	2011	Late	16	66	18.6	10.4	9	8.6	-0.932070594	-0.230345102	-0.661476672
19922	fortis	unknown	6	2011	Late	15.6	68	18.4	10.4	9	8.6	-0.769438387	-0.230345102	-0.661476672
19923	fortis	unknown	6	2011	Late	14.2	65	19	11.2	8.6	8.5	-1.31868148	-0.395903847	-0.01223021
19924	fortis	male	6	2011	Late	14	65	18.6	9.8	7.8	8.2	-1.571209721	-1.685559851	-0.31306801
19927	fortis	unknown	6	2011	Late	16.1	67	18.9	11.1	9.4	8.6	-0.575217367	0.272051598	-0.438053162
19932	fortis	unknown	6	2011	Late	14.9	66	19.3	10.6	8.7	8.5	-0.823774961	-0.493397286	-0.382107786
19934	fortis	female	6	2011	Late	14.5	66	18.8	9.4	8.2	8.4	-1.173948586	-1.30990233	-0.791250817
19946	fortis	male	6	2011	Late	16.2	67	19.8	10.7	8.7	8.4	-0.087559912	-0.559565344	-0.278504697
19947	fortis	unknown	6	2011	Late	13.3	62	18.9	10.4	7.9	8.3	-2.114273499	-1.342665364	-0.07241514
19948	fortis	unknown	6	2011	Late	13.4	63	18.6	10.5	8.5	8	-2.067185987	-1.147401283	-0.113137468
19950	fortis	unknown	6	2011	Late	14.2	65	17.9	9.7	8.6	8.5	-1.886585292	-0.827696004	-0.836230442
19962	fortis	unknown	6	2011	Late	13.8	65	18.9	10.8	8.2	8	-1.462344628	-1.286713122	0.172495027
19974	fortis	unknown	6	2011	Late	16.6	64	19	10.8	8.4	8.2	-0.945429799	-0.946357873	-0.005399419
19982	fortis	male	6	2011	Late	13.8	64	18.1	10.1	7.7	7.5	-2.054327069	-2.339104252	0.232697701
19984	fortis	unknown	6	2011	Late	14.5	67	19.3	10	8.5	8.4	-0.736849002	-0.911515197	-0.582483173
19992	fortis	unknown	6	2011	Late	14.4	65	19.1	9.8	8	7.8	-1.221036097	-1.914929809	-0.198944015
21043	fortis	unknown	6	2011	Late	16.2	67	19.5	10.9	8.7	8.3	-0.24244277	-0.596947257	-0.119968259
21050	fortis	male	6	2011	Late	15.6	70	19	10.1	8.9	8.8	-0.101749697	-0.202018555	-0.883338716
21051	fortis	unknown	6	2011	Late	16.4	68	19.1	10.2	8.6	8.4	-0.223973996	-0.778719486	-0.512893958
21052	fortis	unknown	6	2011	Late	14.3	65	19.8	10.5	8.5	8	-0.882651644	-1.147401283	-0.113137468
21058	fortis	female	6	2011	Late	15.7	69	18.1	11.1	8.8	9	-0.722350876	0.200527862	-0.391067225
21063	fortis	female	6	2011	Late	17.2	68	20.2	11.4	8.8	8.7	0.528000873	0.002023689	-0.080257958
21064	fortis	unknown	6	2011	Late	16.9	66	20.1	10.5	8.5	8.6	0.049423633	-0.577676076	-0.405155909
21065	fortis	male	6	2011	Late	18.5	71	19.5	11.6	9.4	8.8	1.002607465	0.605890719	-0.260725898
21066	fortis	female	6	2011	Late	13.8	67	18.5	12	8.4	8.1	-1.310932131	-0.695878349	0.702470508
21067	fortis	unknown	6	2011	Late	14.2	65	17.8	10.5	8.5	8.1	-1.938212912	-1.052447082	-0.161807208
21069	fortis	female	6	2011	Late	13.1	65	18.9	9.1	7.8	7.8	-1.623406802	-2.266879662	-0.502922491
21071	fortis	unknown	6	2011	Late	14.9	66	18.9	10.3	7.9	7.9	-1.030285438	-1.751268312	0.067330472
21072	fortis	male	6	2011	Late	16.1	69	18.3	10.5	9	8.2	-0.527060109	-0.581375763	-0.411864363
21074	fortis	male	6	2011	Late	17	68	19.7	11.5	10.1	9.5	0.223845012	1.768347948	-0.938289808
21078	fortis	male	6	2011	Late	14.3	66	18.6	10.3	8.7	8.5	-1.323221588	-0.579755718	-0.546907832
21085	fortis	female	6	2011	Late	13.6	68	18.6	9.4	7.7	7.8	-1.126360788	-2.255744654	-0.297844962
21086	fortis	unknown	6	2011	Late	14.6	65	18.5	10.9	8.7	7.9	-1.484784049	-0.976764062	0.074710702
21090	fortis	unknown	6	2011	Late	13.3	68	18.2	10	8.2	8	-1.401897912	-1.517002272	-0.266971764
21091	fortis	male	6	2011	Late	15.1	66	17.8	10.2	8.2	8	-1.552171486	-1.459429985	-0.157105066
21095	fortis	unknown	6	2011	Late	15.8	67	19	10.8	9.5	8.6	-0.592616394	0.26091659	-0.643130691
21097	fortis	unknown	6	2011	Late	14.9	63	18.3	11.4	9.4	8.6	-1.876935615	0.358410029	-0.273253115
21098	fortis	unknown	6	2011	Late	15	66	20	10.7	8.6	8.4	-0.439372744	-0.634788767	-0.238227214
21100	fortis	female	6	2011	Late	13.1	65	18.8	9.2	7.5	7.6	-1.675034421	-2.653672191	-0.229817214
21112	fortis	female	6	2011	Late	16.4	65	20	12.6	9	8.7	-0.296209883	0.497904261	0.498387262
21115	fortis	unknown	6	2011	Late	13.3	65	18.7	9.3	7.9	7.5	-1.680644276	-2.418946555	-0.287324056
21118	fortis	unknown	6	2011	Late	15.6	65	18.8	11	9.3	8.7	-1.099812371	0.262996232	-0.501378768
21119	fortis	unknown	6	2011	Late	16.2	67	19	10	8	7.9	-0.500580866	-1.76240332	-0.137747058
21124	fortis	male	6	2011	Late	13.8	66	18.6	10.4	8	7.9	-1.438265998	-1.647258745	0.081986338
21126	fortis	male	6	2011	Late	15.2	66	19.9	11.4	8.7	8.7	-0.4449826	-0.073199734	-0.039980475
21127	fortis	male	6	2011	Late	14.1	63	19	10.2	8.5	8.3	-1.699613336	-0.948897111	-0.423946735
21128	fortis	unknown	6	2011	Late	14.6	67	19.8	10	8.6	8.5	-0.455702024	-0.741337572	-0.671430396
21129	fortis	male	6	2012	Late	14.2	65	18.9	10.1	8.3	7.8	-1.3703091	-1.602901107	-0.154976417
21160	fortis	unknown	6	2012	Late	14.9	68	19.2	10.2	8.4	7.9	-0.517479607	-1.403937339	-0.188990292
21161	fortis	unknown	6	2012	Late	12.8	65	18.7	9.6	7.5	7.7	-1.795688686	-2.443573415	-0.058753558
21162	fortis	unknown	6	2012	Late	13.6	64	19.4	9.9	8.2	8	-1.429185782	-1.545788416	-0.321905112
21169	fortis	unknown	6	2012	Late	12	65	18	9.8	8.2	7.6	-2.341153077	-1.954391364	-0.182159501
21244	fortis	unknown	6	2012	Late	13.7	64	18.3	10	8.5	8.3	-1.974080712	-1.006469398	-0.533813433
21249	fortis	unknown	6	2012	Late	14.7	67	18.6	10	8.3	7.9	-1.052224573	-1.53673305	-0.258579506
21258	fortis	female	6	2012	Late	13.6	65	18.3	10.6	8.5	8	-1.818128107	-1.118615139	-0.058204119
21259	fortis	unknown	6	2012	Late	13.9	65	18.5	10.7	8.1	8	-1.645846223	-1.390722689	0.157839161
21261	fortis	unknown	6	2012	Late	11.9	63	18	9.4	7.3	7.4	-2.722084933	-2.936455153	0.05794393
21262	fortis	unknown	6	2012	Late	13.3	66	19.1	10.1	8	7.7	-1.295172312	-1.923525579	0.014525772
21287	fortis	male	6	2012	Late	14.1	66	19.2	10.4	8.4	8	-1.059473637	-1.25141085	-0.127793334
21341	fortis	unknown	6	2012	Late	13.7	63	18.1	10.5	8.5	7.8	-2.256297438	-1.337309685	-0.015797988
21349	fortis	unknown	6	2012	Late	14.3	65	18	10.6	9.2	8.1	-1.811948791	-0.497096974	-0.38881624
2666	fortis-scandens	male	1	1981	Early	19.77	75.63	19.15	12.81	9.3	8.53	1.942715284	0.622603292	0.575653405
10100	fortis-scandens	female	1	1984	Early	14.7	65.5	18.67	10.93	8.45	8.3	-1.28452747	-0.776369973	-0.002794547
14676	fortis-scandens	male	1	1987	Early	15.66	67.15	18.8	11	9.57	9.11	-0.701239844	0.8554117	-0.809673906
14722	fortis-scandens	male	1	1987	Early	16.94	71.66	19.4	12.15	9.47	8.76	0.710155867	0.778889225	0.032681179
14832	fortis-scandens	male	2	1988	Early	16.85	71	18.75	10.45	8.7	8.4	0.235753767	-0.631530703	-0.415838069
15224	fortis-scandens	male	2	1988	Early	17.8	73	20	11.4	8.7	8.6	1.457606361	-0.168153935	0.008689265
15461	fortis-scandens	female	2	1988	Early	17.92	66.83	18.74	11.44	10.16	9.2	-0.269483358	1.511347712	-0.849407087
5555	fortis-scandens	male	2	1989	Early	16.53	66.34	18.7	9.04	8.42	7.98	-0.697648995	-1.646848561	-0.873208427
15101	fortis-scandens	male	2	1989	Early	17.7	67	19.7	11.7	10.4	9.4	0.205945699	1.956636304	-0.900585819
15369	fortis-scandens	female	2	1989	Early	15.8	68	19	10.4	9.2	9.1	-0.413654907	0.394872751	-0.985380339
15444	fortis-scandens	male	2	1989	Early	23.35	73	21.6	12.85	10.35	9.3	3.560641221	2.155111045	-0.200043825
15487	fortis-scandens	male	2	1989	Early	13.73	62.34	17.9	9.14	7.12	6.68	-2.470764593	-3.830371537	0.338038821
15727	fortis-scandens	male	2	1992	Early	15.65	69	19.6	11	9.25	8.45	0.040558973	-0.012000983	-0.359565676
16165	fortis-scandens	female	2	1992	Early	12.7	66	17.4	9.7	8	7.6	-2.310895132	-2.133624355	-0.156537884
16851	fortis-scandens	female	2	1992	Early	12.7	68	18.3	10.3	8.6	8.5	-1.488323584	-0.654979141	-0.506630349
17168	fortis-scandens	male	2	1992	Early	12.8	68	18.8	10.7	8.3	7.6	-1.207176606	-1.620092647	0.271963156
17305	fortis-scandens	male	2	1992	Early	19.2	75	20.7	14.4	9	9	2.499047018	1.300917452	1.341178321
17618	fortis-scandens	female	2	1992	Early	17.15	66	19	10.85	8.1	8.2	-0.460957974	-1.157635071	0.142899704
17646	fortis-scandens	male	2	1992	Early	16.2	69	19.3	12.3	9.9	9.2	0.012224966	1.563327647	-0.272258831
17800	fortis-scandens	male	2	1992	Early	16.2	68	19.3	10.8	8.9	8.4	-0.166736521	-0.380332353	-0.304126314
17934	fortis-scandens	male	2	1992	Early	14.9	69	18.3	10.4	8.7	8.3	-0.803166693	-0.740877976	-0.394635003
18406	fortis-scandens	male	3	1993	Early	19.4	71	20.9	12.9	9.7	8.6	1.932474073	1.015872456	0.429914669
18436	fortis-scandens	male	3	1993	Early	18.25	72	18.9	11.6	9	8.25	0.814281031	-0.217251081	0.168067605
18486	fortis-scandens	female	3	1993	Early	17.3	67	18.6	13.2	9.8	8.9	-0.453993641	1.462316914	0.408428012
18535	fortis-scandens	male	3	1993	Early	21	72	22	13.3	9.7	9.3	3.047481484	1.795696439	0.308959883
18133	fortis-scandens	female	4	1999	Early	17.2	69	19.9	13.4	8.8	8	0.552079502	-0.086932844	1.3590972
19136	fortis-scandens	male	4	2001	Early	10.8	63	15.5	11	7.3	7.3	-4.265873117	-2.570831054	0.985547252
19666	fortis-scandens	male	4	2001	Early	19.4	71	19.7	12.9	9.8	9	1.312942641	1.470912684	0.194958225
19159	fortis-scandens	male	4	2002	Early	17.9	71	18.9	12.9	9	9.4	0.554788457	1.248942101	0.322499128
19198	fortis-scandens	unknown	4	2002	Early	14.7	66	18.3	10.7	8.6	8.5	-1.386068918	-0.539834566	-0.286896954
19353	fortis-scandens	male	4	2002	Early	17.1	67	19.7	10.2	8.8	8.6	0.067892407	-0.438364237	-0.690788404
19009	fortis-scandens	unknown	5	2003	Early	15.8	68	19.4	10.3	8.1	8.3	-0.20714443	-1.221004661	-0.207903454
19061	fortis-scandens	unknown	5	2003	Early	13.8	67	19.3	12.5	8.6	8.5	-0.897911176	-0.021683979	0.701903326
19093	fortis-scandens	female	5	2004	Early	17.6	70	19	12.1	10.1	9.8	0.358427943	2.225927414	-0.754698935
19210	fortis-scandens	female	5	2006	Late	16.8	67	19.4	11.3	9.6	9	-0.156017097	0.859887537	-0.60342039
19868	fortis-scandens	female	5	2006	Late	16.4	67.5	19.5	11.85	8.7	8.35	-0.106944262	-0.276001791	0.377563685
19883	fortis-scandens	female	5	2006	Late	16.4	69	19.8	13.1	10	9.2	0.316380826	1.868840221	0.126930477
19896	fortis-scandens	unknown	5	2006	Late	16.6	70	19.9	12.8	8.8	8.2	0.592987697	-0.069741304	0.932157627
19898	fortis-scandens	unknown	5	2006	Late	17	68	19.6	13.1	10.1	9.3	0.172217393	2.039017845	0.037983254
19907	fortis-scandens	unknown	5	2006	Late	14	72	17.7	11.8	8.2	8	-0.783127886	-0.998851685	0.721828516
19908	fortis-scandens	unknown	5	2006	Late	15.7	64	19.3	11.4	9.7	8.7	-0.997626879	0.679034501	-0.442755304
19027	fortis-scandens	unknown	6	2008	Late	18.9	67	19.9	12.9		8	0.585307522		
19043	fortis-scandens	male	6	2008	Late	17	69	19.8	11.3	9.7	9	0.454434118	0.93511096	-0.643697873
19047	fortis-scandens	unknown	6	2008	Late	17	66	18.7	10.8	8.8	8.2	-0.650354155	-0.645464179	-0.16650935
19062	fortis-scandens	unknown	6	2008	Late	14.4	64	18.2	9.9	7.8	7.9	-1.864646157	-1.941636311	-0.112125441
19064	fortis-scandens	unknown	6	2008	Late	16.2	64	19.1	11.1	8.7	8.6	-0.985837708	-0.254512366	-0.156110781
19204	fortis-scandens	male	6	2008	Late	17.1	70	19.8	13.2	9.2	8.9	0.656404487	1.010976373	0.65009291
19250	fortis-scandens	unknown	6	2008	Late	19.4	74	21.1	13.9	9.1	8.8	2.572613772	1.042301755	1.123573575
19278	fortis-scandens	male	6	2008	Late	20.5	72	21.6	14	9.8	9	2.725926597	1.787560265	0.799225063
19281	fortis-scandens	unknown	6	2008	Late	14.8	65	19.7	11	9.2	8.1	-0.819234853	-0.381952399	-0.169082844
19295	fortis-scandens	unknown	6	2008	Late	18.7	71	21.2	14.3	8.8	8.2	1.926294756	0.362050852	1.756157859
19407	fortis-scandens	male	6	2009	Late	16.5	68	19	12.1	9.9	9.3	-0.252592733	1.600709561	-0.430795269
19429	fortis-scandens	male	6	2009	Late	14.9	65	19.7	10.5	8.5	8.3	-0.796225971	-0.862538679	-0.259146688
19487	fortis-scandens	male	6	2009	Late	17.9	69	19	11	9.4	9	0.248493102	0.623082259	-0.687665471
19565	fortis-scandens	female	6	2009	Late	17.8	67	20.1	11.4	9.8	9.3	0.435465058	1.323983131	-0.775051228
19604	fortis-scandens	male	6	2010	Late	17.7	67	19.9	11.7	9	9.1	0.309200938	0.618645772	-0.190691838
19628	fortis-scandens	male	6	2010	Late	15.2	67	19.1	10.5	8.6	8	-0.679042067	-1.072177859	-0.153414951
19649	fortis-scandens	unknown	6	2010	Late	12.9	65	17.9	10.9	8.2	7.7	-2.185700759	-1.542789582	0.373437597
19812	fortis-scandens	female	6	2011	Late	15.9	64	19.4	11.2	8.4	8.8	-0.899981496	-0.261488091	-0.077684464
19902	fortis-scandens	unknown	6	2011	Late	17	69	19.1	12.7	8.8	8.8	0.093040783	0.471197759	0.585205837
19929	fortis-scandens	unknown	6	2011	Late	16.2	67	19.8	11.1	9.4	8.9	-0.087559912	0.556914201	-0.584062382
21277	fortis-scandens	male	6	2012	Late	13.3	62	18.4	9	7.8	7.4	-2.372411595	-2.67548261	-0.36317688
21286	fortis-scandens	unknown	6	2012	Late	16.6	70	20.2	12.4	8.4	8	0.747870554	-0.675687975	0.970873643
21343	fortis-scandens	unknown	6	2012	Late	13	65	18.7	10.1	8.2	7.6	-1.749670922	-1.868032933	-0.017359454
22000	fortis-scandens	unknown	6	2012	Late	13.6	65	18.4	10.6	9	8.5	-1.766500488	-0.267727016	-0.502940234
10317	fuliginosa	male	1	1984	Early	10.15	60.5	16.65	8	6.4	6	-4.269116946	-5.345830793	0.332750754
14913	fuliginosa	female	2	1988	Early	12.16	60.83	17.09	9.14	7.41	7.4	-3.520419602	-2.928553361	-0.129188008
14222	fuliginosa	female	2	1989	Early	13.1	59	17.7	8.9	6.7	6.7	-3.316707155	-4.196405821	0.365630264
14613	fuliginosa	male	2	1989	Early	13.8	64	19	9.1	7	7	-1.589678495	-3.628300659	0.208655293
14909	fuliginosa	female	2	1989	Early	16.1	67	19.2	10	8.3	7.9	-0.420334509	-1.53673305	-0.258579506
15673	fuliginosa	male	2	1989	Early	14.8	62	19.1	8.5	6.5	6.5	-1.66588503	-4.651905645	0.323791315
15829	fuliginosa	male	2	1989	Early	16.1	66	21	10.6	8.5	8.5	0.330001151	-0.643844133	-0.30155282
15974	fuliginosa	female	2	1989	Early	12.9	61	18.4	8.2	6.6	6.8	-2.64340861	-4.378178049	-0.027295435
14894	fuliginosa	female	2	1990	Early	14.8	65	18.2	10.1	8.6	8.2	-1.593649142	-0.997414032	-0.470487827
16590	fuliginosa	female	2	1992	Early	11.2	65	18.6	9.6	7.7	7.6	-2.215458418	-2.388080769	-0.090638784
17189	fuliginosa	unknown	2	1992	Early	13.5	62	17.9	9.9	6.8	6.8	-2.584531927	-3.738366759	0.82601653
17638	fuliginosa	female	3	1993	Early	10.6	60	16.5	8.9	6.9	6.9	-4.33249915	-3.856050571	0.187735818
18301	fuliginosa	unknown	3	1993	Early	10	60	16.9	8	6.4	6.3	-4.264041965	-5.060968189	0.186741534
18415	fuliginosa	unknown	3	1993	Early	13.2	65	18.4	10.6	9.6	8.7	-1.858536016	0.373521927	-0.841944612
18443	fuliginosa	female	3	1993	Early	13.2	63	18.1	9.7	8.3	8	-2.371341848	-1.52813728	-0.472049293
18534	fuliginosa	female	3	1993	Early	12.4	64	17	9.2	7.6	7.5	-2.944355229	-2.673402969	-0.221424956
18545	fuliginosa	female	3	1993	Early	18.2	68	20.2	12.4	9.1	8.7	0.758089693	0.515555397	0.348243082
18548	fuliginosa	unknown	3	1993	Early	10	60	17.6	7.9	6.2	6.4	-3.90264863	-5.145246979	0.163693411
18556	fuliginosa	male	3	1993	Early	13.1	65	19.6	9.9	8.2	7.7	-1.262013467	-1.830651019	-0.175895892
18004	fuliginosa	unknown	3	1994	Early	9.3	57	17.4	8.2	6.4	6.4	-4.703850503	-4.908441701	0.247938492
18006	fuliginosa	unknown	3	1994	Early	12.8	62	18.2	8.1	6.7	6.8	-2.590711244	-4.331740769	-0.122506267
18007	fuliginosa	unknown	3	1994	Early	9	59	16.3	8	6.2	6	-4.982857987	-5.49627764	0.41330572
18010	fuliginosa	unknown	3	1994	Early	10.4	60	17.6	8.4	6.4	6.5	-3.810613102	-4.755915212	0.309135449
18014	fuliginosa	unknown	3	1994	Early	11.8	60	17.8	8.5	6.6	6.5	-3.385233515	-4.576682221	0.283513832
18015	fuliginosa	unknown	3	1994	Early	12.5	62	18.4	8.4	6.4	6.2	-2.556482651	-5.040777816	0.45514467
18308	fuliginosa	female	3	1995	Early	11.4	59	18.7	8.5	6.8	6.8	-3.191581956	-4.141372771	0.056949646
18913	fuliginosa	male	4	1999	Early	17.6	71	20	11.5	9.2	9.1	1.053665623	0.711520332	-0.381113501
19131	fuliginosa	male	4	2002	Early	21	73	20.4	12.5	11.4	10.8	2.400401063	4.268518506	-1.545270219
19165	fuliginosa	unknown	4	2002	Early	10	58	16.7	8	6.2	6.4	-4.725220177	-5.116460835	0.21862676
19168	fuliginosa	unknown	4	2002	Early	8.9	57	16.4	8.3	6	6	-5.312162224	-5.560366056	0.658660733
19660	fuliginosa	unknown	4	2002	Early	8.3	55	16.5	7.8	6.2	6.1	-5.756510871	-5.458895726	0.254769282
19030	fuliginosa	unknown	5	2003	Early	17.6	66	20	12	8.7	8.1	0.158858188	-0.470208079	0.581638059
19679	fuliginosa	female	5	2004	Early	13.8	60	17.2	9	7.3	7.1	-3.23482159	-3.336462331	-0.015780245
19806	fuliginosa	male	5	2006	Late	12.8	65	18.9	8.9	7.9	7.4	-1.692433448	-2.629045331	-0.458387711
19817	fuliginosa	male	5	2006	Late	13.7	63	18.7	10	6.7	6.8	-1.946531722	-3.784804038	0.921227362
19851	fuliginosa	unknown	5	2006	Late	13.2	61	18.4	8.6	6.7	6.6	-2.574381964	-4.377718453	0.249499958
19869	fuliginosa	unknown	5	2006	Late	12.4	64	17.9	9.1	7.9	7.6	-2.479706656	-2.381564641	-0.445860494
19897	fuliginosa	male	5	2006	Late	14.9	65	19.6	10.1	8.5	8.2	-0.84785359	-1.072637456	-0.430210344
19910	fuliginosa	unknown	5	2006	Late	16.6	70	20.5	12.2	9	8.6	0.902753412	0.287805485	0.327323607
19967	fuliginosa	unknown	5	2006	Late	13	63	18	8.4	6.6	7.1	-2.468987231	-4.035743158	-0.063437958
19235	fuliginosa	male	5	2007	Late	15.7	66	19.4	9.7	7.8	8	-0.588076286	-1.904254397	-0.270661878
19054	fuliginosa	unknown	6	2008	Late	22.1	71	20.4	13.3	9.2	8.8	2.295575791	0.944808316	0.753695999
19247	fuliginosa	male	6	2008	Late	16.4	72	20	12.6	8.7	8.8	0.956520526	0.367188192	0.570549971
19475	fuliginosa	male	6	2009	Late	14.1	68	19.3	9.3	7.6	7.9	-0.649923043	-2.26480002	-0.361170568
19522	fuliginosa	female	6	2009	Late	13.7	63	18.4	9.1	6.8	6.9	-2.10141458	-3.873701707	0.337879999
19524	fuliginosa	female	6	2009	Late	13.3	67	19.4	10	7.9	7.5	-0.961327967	-2.217443548	0.097209386
19148	fuliginosa	female	6	2010	Late	13.6	64	17.9	8.7	7	7.7	-2.203600071	-3.078765826	-0.351766283
19602	fuliginosa	female	6	2010	Late	14.9	64	19.8	10.5	8.8	8.6	-0.923559839	-0.352005805	-0.525988358
19641	fuliginosa	unknown	6	2010	Late	15.2	65	19.5	10	8.5	8.1	-0.830454564	-1.1963778	-0.436473952
19794	fuliginosa	male	6	2011	Late	13.2	62	19.1	8.7	6.5	6.7	-2.034027142	-4.404424955	0.336318532
19827	fuliginosa	unknown	6	2011	Late	15.3	65	19.6	12.3	10.3	9.8	-0.755818062	2.433946548	-0.725387203
