band	Species	sex	Time period	year	Early v Late	weight	wing	tarsus	bill length	bill depth	bill width	PC1 body	PC1 beak	PC2 beak
19892	fuliginosa	female	6	2011	Late	11.6	63	17.3	8.7	7	7.1	-3.152504914	-3.648491033	-0.059747843
19928	fuliginosa	male	6	2011	Late	16.6	69	20.5	11.7	9.3	9.4	0.723791925	1.129178646	-0.457533507
19994	fuliginosa	female	6	2011	Late	15.8	67	19.8	11.1	8.1	8.2	-0.17959544	-1.085669712	0.280233076
21035	fuliginosa	male	6	2011	Late	15.2	66	20.1	11.4	9.8	8.9	-0.341727361	0.944166326	-0.580372267
21068	fuliginosa	unknown	6	2011	Late	12.5	64	18.1	8.8	6.7	6.7	-2.353442535	-4.225191964	0.310696916
21073	fuliginosa	unknown	6	2011	Late	8.7	58	16.5	8.2	6	5.9	-5.127590882	-5.684106401	0.652397124
21075	fuliginosa	unknown	6	2011	Late	9.1	58	16.2	8.5	6.2	6	-5.190438212	-5.352346921	0.687972464
21153	fuliginosa	male	6	2012	Late	11.4	61	18.6	8.4	6.7	6.9	-2.885286602	-4.150428137	-0.00637596
21263	fuliginosa	unknown	6	2012	Late	18.3	73	21.3	13.1	9.9	9.3	2.243809822	1.888570998	0.11853822
21265	fuliginosa	unknown	6	2012	Late	13.7	64	18.4	11.8	10.2	9.4	-1.922453093	1.834975601	-0.765097504
21266	fuliginosa	unknown	6	2012	Late	18.9	70	20.2	12.2	11.1	9.9	1.277074841	3.101901993	-1.151210156
21273	fuliginosa	unknown	6	2012	Late	15.3	67	18	10.1	8.7	8.5	-1.223936997	-0.637328005	-0.65677453
21283	fuliginosa	unknown	6	2012	Late	16.6	70	19	10.9	10.3	9.3	0.128339123	1.55616953	-1.251105387
21294	fuliginosa	unknown	6	2012	Late	17.7	70	19.6	10.5	9.8	9.3	0.691202541	1.064907838	-1.269451368
4968	fuliginosa-fortis	male	1	1984	Early	12.9	63.5	18.2	9.25	7.5	7.4	-2.299260131	-2.829187522	-0.105011059
10183	fuliginosa-fortis	male	1	1984	Early	16.1	69	20.1	11	9.3	9	0.402237038	0.547858835	-0.647387988
10376	fuliginosa-fortis	male	1	1984	Early	12.82	63.56	17.75	9.28	7.68	7.34	-2.539253834	-2.742122037	-0.131828679
13907	fuliginosa-fortis	female	1	1984	Early	12.77	63.15	18.72	9.04	7.64	7.24	-2.123344578	-2.936252352	-0.198887983
14612	fuliginosa-fortis	female	2	1988	Early	13.08	61.75	18.45	9.27	7.95	6.9	-2.441957698	-2.959695893	-0.031924361
14705	fuliginosa-fortis	female	2	1988	Early	16.7	68	19	10.5	9.4	8.7	-0.206574969	0.194288937	-0.816322995
14893	fuliginosa-fortis	male	2	1988	Early	17	70	19.65	11	9.55	8.7	0.555954176	0.45105479	-0.602072475
14896	fuliginosa-fortis	female	2	1988	Early	16.76	63.84	18.64	10.09	9.31	8.8	-1.123108855	0.103518867	-1.053969731
14912	fuliginosa-fortis	female	2	1988	Early	13.48	62.34	17.8	9.64	8.28	7.73	-2.579914418	-1.816829994	-0.365545507
14925	fuliginosa-fortis	male	2	1988	Early	21.65	72	20.4	12.75	10.4	9.8	2.370997309	2.638707618	-0.518464616
15188	fuliginosa-fortis	male	2	1988	Early	15.86	69.33	18.95	10.74	8.47	8.4	-0.18764461	-0.72106476	-0.163893146
15409	fuliginosa-fortis	male	2	1988	Early	17.69	69.33	20.49	11.24	9.21	8.93	1.028483268	0.482776558	-0.445229398
15466	fuliginosa-fortis	male	2	1988	Early	12.93	63.67	17.97	9.13	7.7	7.23	-2.380677538	-2.874706189	-0.168747485
15721	fuliginosa-fortis	male	2	1988	Early	16.21	68.33	20.6	11.89	8.96	8.15	0.565780708	-0.258814835	0.39215505
15779	fuliginosa-fortis	female	2	1988	Early	12.76	61.83	17.55	9.74	7.86	7.95	-2.965917775	-1.895082986	-0.248520159
15822	fuliginosa-fortis	male	2	1988	Early	16.66	69.33	19.7	10.49	9.07	8.75	0.383633591	-0.009349875	-0.713235506
15852	fuliginosa-fortis	female	2	1988	Early	15.36	63.33	19.35	10.79	8.91	8.45	-1.169947465	-0.328211525	-0.337982267
15857	fuliginosa-fortis	female	2	1988	Early	16.21	66.33	19.2	11.94	9.76	8.95	-0.514928935	1.116999234	-0.29195606
14507	fuliginosa-fortis	female	2	1989	Early	13.9	64	18.3	9	7.3	7	-1.928062948	-3.431416533	0.032889495
14624	fuliginosa-fortis	male	2	1989	Early	16.6	68.5	19.1	11.85	10.85	9.65	-0.088475488	2.575706429	-1.121108819
14992	fuliginosa-fortis	male	2	1989	Early	17.9	68	19.6	11	10.2	9.6	0.379297331	1.794594854	-1.301903775
15174	fuliginosa-fortis	male	2	1989	Early	16.8	70	18.8	10.9	9.3	9.1	0.071101649	0.614026893	-0.750991077
15193	fuliginosa-fortis	male	2	1989	Early	16	65	18.6	10.9	9.8	8.9	-1.111032081	0.800235608	-0.855039012
15286	fuliginosa-fortis	male	2	1989	Early	12.2	64.5	18.3	9.2	8.2	7.95	-2.229733199	-1.794768523	-0.682103684
15398	fuliginosa-fortis	female	2	1989	Early	16.65	66	19.85	11	9.5	8.75	-0.13716762	0.460920179	-0.606268604
15408	fuliginosa-fortis	male	2	1989	Early	18.6	69.5	20.15	11.2	9.15	9	1.092753642	0.492595988	-0.477105066
15468	fuliginosa-fortis	male	2	1989	Early	9.03	60.34	16.8	8.44	6.82	6.58	-4.478008834	-4.352499015	0.123007568
15484	fuliginosa-fortis	male	2	1989	Early	13.2	67	17.35	9.7	7.45	7.3	-2.042703045	-2.832215788	0.210997493
15977	fuliginosa-fortis	male	2	1989	Early	12.73	62.34	19.3	9.84	8.32	8.18	-1.978066743	-1.301874432	-0.490803633
15113	fuliginosa-fortis	male	2	1990	Early	17.1	68	20.1	11.2	9.7	8.9	0.453364371	0.811370616	-0.649961482
15469	fuliginosa-fortis	female	2	1990	Early	11.5	62	18	8.3	6.9	6.6	-2.993081948	-4.313630037	0.004144946
15858	fuliginosa-fortis	female	2	1990	Early	10.8	60	17.2	8.5	6.5	6.4	-3.925088051	-4.746859846	0.372461055
14506	fuliginosa-fortis	male	2	1991	Early	13.9	64	18.6	9.4	7.2	7.4	-1.77318009	-3.011678576	0.098221413
9700	fuliginosa-fortis	male	2	1992	Early	11.4	61	17	8.4	6.7	6.9	-3.71132851	-4.150428137	-0.00637596
16091	fuliginosa-fortis	male	2	1992	Early	14.27	67.7	18.9	9.33	7.7	7.33	-0.871006867	-2.7221797	-0.107550527
16378	fuliginosa-fortis	male	2	1992	Early	17.8	71	19.65	11.55	9.8	9	0.91898672	1.082299743	-0.546641984
16597	fuliginosa-fortis	male	2	1992	Early	13.2	67	19.5	10.1	8.8	8.4	-0.93270923	-0.657058783	-0.648382273
16811	fuliginosa-fortis	unknown	2	1992	Early	13	64	17.6	9.9	7.5	7.2	-2.496536221	-2.83198599	0.349395189
16836	fuliginosa-fortis	unknown	2	1992	Early	19.7	69	19.9	12.3	9.9	8.2	1.127301552	0.613785635	0.21443857
17111	fuliginosa-fortis	female	2	1992	Early	13.1	65	18.2	9.7	8.7	8.3	-1.984800137	-0.942380982	-0.779168445
17369	fuliginosa-fortis	female	2	1992	Early	20	70	19.1	13	11.2	10.15	0.962268731	3.64480007	-0.873695198
17480	fuliginosa-fortis	female	2	1992	Early	14.5	63	18.3	9.8	7.5	7.6	-1.968971143	-2.480955329	0.09978288
17534	fuliginosa-fortis	male	2	1992	Early	16.8	68.5	20.55	10.15	8.95	8.4	0.706142755	-0.529830576	-0.681331823
17546	fuliginosa-fortis	unknown	2	1992	Early	9.7	62	16.6	9.1	7	6.8	-4.130028495	-3.818209062	0.305994773
17617	fuliginosa-fortis	female	2	1992	Early	14.3	65	18.5	10.1	8.2	7.9	-1.553810695	-1.58317033	-0.163368675
17639	fuliginosa-fortis	unknown	2	1992	Early	12.7	65	16.9	10	8.9	8.6	-2.747994715	-0.420713101	-0.840932585
17697	fuliginosa-fortis	female	2	1992	Early	14.6	65	18.5	10.9	9.6	8.8	-1.484784049	0.55483456	-0.725814306
17768	fuliginosa-fortis	male	2	1992	Early	13.8	67	19	10.1	8.4	7.5	-1.052794034	-1.812540287	-0.04924468
18418	fuliginosa-fortis	male	3	1993	Early	13.73	65.3	18.4	9.5	7.35	7.55	-1.682900495	-2.727625996	0.019733927
18458	fuliginosa-fortis	male	3	1993	Early	17	68	19.9	10.4	9.2	8.7	0.327100251	0.015055946	-0.790701378
18474	fuliginosa-fortis	male	3	1993	Early	15.6	68	19.8	11.1	8.9	8.6	-0.046651717	-0.10406552	-0.236665747
18495	fuliginosa-fortis	unknown	3	1993	Early	14.8	67	20	10	8.3	8.4	-0.306429021	-1.061962044	-0.501928207
18537	fuliginosa-fortis	female	3	1993	Early	11.3	61	17	8.6	7.2	7.2	-3.734337392	-3.431876129	-0.243905897
18011	fuliginosa-fortis	male	3	1994	Early	12.3	68	17.8	10.1	7.2	7	-1.838497209	-3.189992375	0.677433816
18730	fuliginosa-fortis	male	3	1994	Early	14.5	69	19.3	9.5	8.1	8.1	-0.378926028	-1.641202213	-0.550030765
18578	fuliginosa-fortis	male	3	1995	Early	20.9	71.5	20.95	13.55	9.45	9.1	2.392901856	1.489694837	0.644326443
18808	fuliginosa-fortis	male	3	1996	Early	20.5	73	21	12.4	9.3	8.6	2.595122368	0.571048043	0.316357856
18783	fuliginosa-fortis	female	4	1999	Early	14.2	63	18	10	7.7	7.9	-2.192880647	-1.988073591	-0.016914609
19108	fuliginosa-fortis	unknown	4	2001	Early	20.7	73	20.9	13.5	10	9.9	2.589512513	2.648664204	0.005975691
19103	fuliginosa-fortis	male	4	2002	Early	16.9	70	19.9	11.1	10	9.3	0.662014343	1.388071547	-1.02040624
19107	fuliginosa-fortis	male	4	2002	Early	19.7	72	21.3	13	11	10.5	2.386972683	3.826692927	-0.963484323
19137	fuliginosa-fortis	unknown	4	2002	Early	14	67	21	9.3	8.4	8.3	0.025776115	-1.283195828	-0.878069392
19377	fuliginosa-fortis	male	4	2002	Early	15.1	67	19.2	10.7	9.2	8.8	-0.65042333	0.196368578	-0.674571072
19639	fuliginosa-fortis	female	4	2002	Early	15.7	67.5	17.95	9.85	7.35	7.35	-1.068234535	-2.816782895	0.309340129
19651	fuliginosa-fortis	unknown	4	2002	Early	19.8	69.5	19.25	13.05	11.55	9.6	0.904211652	3.400227017	-0.719516143
19681	fuliginosa-fortis	female	4	2002	Early	17.1	69	19.2	11.2	9.8	9	0.167677285	0.98154824	-0.738908705
19015	fuliginosa-fortis	female	5	2003	Early	13.7	65	18	9.4	7.8	7.5	-1.950002083	-2.465383834	-0.192113224
19039	fuliginosa-fortis	male	5	2003	Early	20.6	67	19.5	12.9	11	9.1	0.769948039	2.468547967	-0.33704131
19191	fuliginosa-fortis	male	5	2003	Early	16.6	70	20	11.3	9.6	8.9	0.644615316	0.764933336	-0.55475065
19313	fuliginosa-fortis	unknown	5	2003	Early	17.6	69	20.8	12	10.5	9.9	1.108763603	2.592989165	-1.019411956
19318	fuliginosa-fortis	male	5	2003	Early	12.5	66	19.3	10.4	8.4	8.4	-1.37598813	-0.871594045	-0.322472294
19608	fuliginosa-fortis	unknown	5	2003	Early	11.5	64	18.9	8.9	7.8	8	-2.170510401	-2.134543547	-0.710128669
19090	fuliginosa-fortis	male	5	2004	Early	15.2	67	18.9	10.2	8.7	8.6	-0.782297305	-0.51358766	-0.650510921
19091	fuliginosa-fortis	male	5	2004	Early	14.6	67	19	10.2	8.7	8	-0.868722978	-1.083312867	-0.35849248
19701	fuliginosa-fortis	female	5	2004	Early	17.6	68	19.7	12.1	10	9.6	0.361898304	1.960795588	-0.617081972
19736	fuliginosa-fortis	female	5	2004	Early	16	65	18	10.6	9	8.8	-1.420797797	0.017135588	-0.648949455
19750	fuliginosa-fortis	male	5	2004	Early	18.3	71	19.7	12	10.8	9.9	1.059844939	2.818659435	-1.140244405
19755	fuliginosa-fortis	male	5	2004	Early	16.3	71	20.5	12.2	10.3	9.7	1.012688253	2.310206203	-0.731650812
19760	fuliginosa-fortis	male	5	2004	Early	20.75	71.5	20.75	12.5	10.25	8.95	2.255133295	1.646796414	-0.181688973
19765	fuliginosa-fortis	male	5	2004	Early	19.7	70	20	12.2	10.5	9.5	1.357890658	2.270744648	-0.714866298
19769	fuliginosa-fortis	male	5	2004	Early	15.5	69	19.9	11.1	10	9.5	0.160928507	1.577979949	-1.11774572
19778	fuliginosa-fortis	female	5	2004	Early	18.1	65	19	11	9.3	8.6	-0.421335082	0.168042031	-0.452709028
19781	fuliginosa-fortis	female	5	2004	Early	13.8	63	16.5	9.4	7.2	7	-3.059330464	-3.391495381	0.292900374
19790	fuliginosa-fortis	female	5	2004	Early	15.5	66	18.7	10	8.5	8	-0.995487385	-1.291332002	-0.387804212
19215	fuliginosa-fortis	unknown	5	2006	Late	17.4	68	19.3	11.9	9.8	9	0.109370063	1.183051246	-0.354375263
19218	fuliginosa-fortis	unknown	5	2006	Late	14.3	63	19.4	9.7	7.8	7.7	-1.447085095	-2.189117001	-0.124652658
19797	fuliginosa-fortis	unknown	5	2006	Late	14	64	18.4	10.1	8.1	7.9	-1.853426447	-1.658393753	-0.123091192
19800	fuliginosa-fortis	male	5	2006	Late	20.2	72	20.6	12.7	11.3	9.9	2.140623758	3.396279559	-0.957098377
19830	fuliginosa-fortis	male	5	2006	Late	19.2	72	20.2	10.9	9.7	9.2	1.704024461	1.009874788	-0.960770749
19860	fuliginosa-fortis	unknown	5	2006	Late	15.4	65	19.1	10.4	8.6	8.1	-0.990947277	-1.006009802	-0.25701804
19885	fuliginosa-fortis	unknown	5	2006	Late	13	65	19.2	9.9	7.7	7.4	-1.491532826	-2.49163074	0.171500743
19930	fuliginosa-fortis	male	5	2006	Late	14.7	66	18.4	9.3	8.6	8.4	-1.334441299	-1.03779478	-1.007294098
19935	fuliginosa-fortis	unknown	5	2006	Late	16.4	68	20.1	11.5	8.4	8.8	0.292302197	-0.17512966	0.087115582
19959	fuliginosa-fortis	unknown	5	2006	Late	14.4	65	20	10.9	9	9	-0.756387523	0.293402421	-0.581488888
19977	fuliginosa-fortis	unknown	5	2006	Late	17	69	20.8	12.1	8.9	8.7	0.970710311	0.278750119	0.263998001
19014	fuliginosa-fortis	unknown	6	2008	Late	16.1	64	18.9	10.4	9.1	9	-1.112101828	0.224695126	-0.896433116
19046	fuliginosa-fortis	unknown	6	2008	Late	16	70	18.5	10.7	7.2	7.6	-0.267852265	-2.447550305	0.715015468
19243	fuliginosa-fortis	unknown	6	2008	Late	13.6	64	18.6	10.2	8.2	8.2	-1.842206736	-1.269521582	-0.254444546
19253	fuliginosa-fortis	male	6	2008	Late	20.8	73	20.4	13.9	9.3	9	2.354383299	1.382657004	0.945679128
19268	fuliginosa-fortis	unknown	6	2008	Late	14.6	66	18.8	10.5	8.8	8.5	-1.150939704	-0.446960007	-0.477318617
19284	fuliginosa-fortis	unknown	6	2008	Late	15.6	65	19.5	10	8.2	7.7	-0.738419036	-1.801864876	-0.120962543
19436	fuliginosa-fortis	male	6	2009	Late	14.6	68	19.2	10	8.1	7.9	-0.586506253	-1.687179897	-0.178024541
19464	fuliginosa-fortis	male	6	2009	Late	15.5	67	18	9.1	8	7.9	-1.177919233	-2.021478614	-0.632147197
19532	fuliginosa-fortis	male	6	2009	Late	15	65	19.5	10.1	8.6	7.9	-0.876472328	-1.282276636	-0.324478606
19550	fuliginosa-fortis	male	6	2009	Late	14.7	68	18.9	9.3	8	7.9	-0.718380228	-1.963906326	-0.5222805
19598	fuliginosa-fortis	female	6	2009	Late	16.1	66	20	12.6	8.4	7.7	-0.186275042	-0.902978291	1.226749561
19023	fuliginosa-fortis	unknown	6	2010	Late	12.3	64	18.4	9.5	7.3	7.3	-2.244577441	-3.00262321	0.161547019
19121	fuliginosa-fortis	male	6	2010	Late	12.8	65	18.6	10.1	8	7.9	-1.847316306	-1.733617176	-0.082813709
19149	fuliginosa-fortis	male	6	2010	Late	16.6	67	18.8	10.8	8.8	8.8	-0.511800576	-0.075738972	-0.458527791
19392	fuliginosa-fortis	female	6	2010	Late	16.2	66	19.1	9.2	7.7	7.7	-0.627914734	-2.408271143	-0.359041919
19620	fuliginosa-fortis	unknown	6	2010	Late	11.7	64	18	9.3	8.2	7.8	-2.58914121	-1.908413681	-0.554165725
19625	fuliginosa-fortis	female	6	2010	Late	14.9	66	17.9	9	7.7	7.5	-1.546561631	-2.655751833	-0.371569137
19629	fuliginosa-fortis	female	6	2010	Late	15	66	19.4	10.8	9	8.9	-0.74913846	0.169662076	-0.587752497
19642	fuliginosa-fortis	male	6	2010	Late	19.9	69	20.5	12.2	10	9.3	1.483085032	1.704719128	-0.416139403
19648	fuliginosa-fortis	male	6	2010	Late	18.8	69	18.7	11.2	9.3	8.4	0.300690183	0.035705916	-0.24550285
19804	fuliginosa-fortis	female	6	2011	Late	13	65	18.1	9.2	7.5	7.5	-2.059436638	-2.748626392	-0.181147473
19925	fuliginosa-fortis	female	6	2011	Late	19.1	68	20.3	12.9	9.5	9	1.01679725	1.245242413	0.315790674
19954	fuliginosa-fortis	male	6	2011	Late	15	68	19.7	10.1	8.5	8.4	-0.236332628	-0.882729053	-0.527549824
19964	fuliginosa-fortis	unknown	6	2011	Late	17	65	21.1	11.4	7.8	8.1	0.409747221	-1.319935752	0.614535312
21046	fuliginosa-fortis	female	6	2011	Late	18.5	67	19.7	12.2	9.4	9.1	0.390016755	1.063470185	-0.077135025
21079	fuliginosa-fortis	male	6	2011	Late	14.1	65	18.2	10.2	8	8.5	-1.754711316	-1.135105826	-0.319898801
21083	fuliginosa-fortis	unknown	6	2011	Late	14	67	19.3	9	7.7	7.5	-0.851893412	-2.655751833	-0.371569137
21089	fuliginosa-fortis	female	6	2011	Late	13.4	66	17.7	9.7	8.2	7.9	-1.9949501	-1.698314904	-0.38310207
21110	fuliginosa-fortis	unknown	6	2011	Late	15.4	66	19	11.4	8.5	8	-0.863613409	-0.888325989	0.381262672
21191	fuliginosa-fortis	male	6	2012	Late	15.5	70	19.6	11.1	8.8	8.6	0.185007137	-0.179288943	-0.196388264
21282	fuliginosa-fortis	unknown	6	2012	Late	16.7	69	20.5	11.7	9.9	9.7	0.746800807	1.865381791	-0.845207625
21296	fuliginosa-fortis	unknown	6	2012	Late	14.5	68	20	9.6	8.7	8	-0.19649418	-1.25602973	-0.688092573
21298	fuliginosa-fortis	unknown	6	2012	Late	13.7	64	17.7	10.6	9	8.6	-2.283846428	-0.172772815	-0.551609974
21299	fuliginosa-fortis	female	6	2012	Late	12.9	66	17.3	10.4	7.8	7.6	-2.316504987	-2.082568196	0.308550524
2433	scandens	male	1	1981	Early	19.47	70.76	19.33	14.34	9.42	8.59	1.095075911	1.21027192	1.338598818
2877	scandens	male	1	1981	Early	21.72	76.58	21.13	15.09	9.28	8.64	3.583628757	1.368332305	1.782652541
2554	scandens	male	1	1982	Early	21.03	71	20.93	13.83	9.2	8.43	2.323007135	0.746044333	1.224920786
4701	scandens	male	1	1982	Early	20.5	72	21.7	16	9.6	9	2.777554216	2.212836293	1.978447006
4744	scandens	male	1	1982	Early	21.55	72	20.8	14.35	9.05	9.25	2.554498904	1.561521595	1.171898555
10174	scandens	male	1	1983	Early	21.52	72.7	21.27	15.2	9.25	8.65	2.915519091	1.386925457	1.850295495
10206	scandens	male	1	1983	Early	23.5	75.33	21.7	13.43	9.3	8.73	4.063762428	0.990985785	0.818900687
5345	scandens	male	1	1984	Early	21.6	75	21.1	14.95	9	8.4	3.257770664	0.889516036	1.935330181
10207	scandens	male	1	1984	Early	22.19	74.84	21.6	14.15	9.3	9.25	3.623027326	1.692007866	0.96133815
13257	scandens	male	1	1984	Early	22.85	74.33	21.4	14.47	9.62	9.23	3.58036035	2.005847641	1.017970869
14648	scandens	male	1	1987	Early	21.84	74.15	20.35	14.4	9.82	9.36	2.773667572	2.259584649	0.835691897
14730	scandens	male	1	1987	Early	21.54	74.15	21.05	13.9	9.22	8.56	3.066034261	0.90467978	1.192047971
14768	scandens	female	1	1987	Early	19.83	70.66	21.05	14.65	9.13	8.26	2.048006789	0.768012173	1.786307043
14787	scandens	male	1	1987	Early	19.14	71.65	21.2	14.15	8.93	8.31	2.143858804	0.521111708	1.567860394
14834	scandens	female	1	1987	Early	17.74	67.15	19.9	13.75	8.7	8.81	0.345248714	0.707724265	1.197416509
14877	scandens	male	1	1987	Early	23.5	75.15	22.35	15.2	10.27	9.36	4.367128886	2.828379204	1.093910015
14975	scandens	male	1	1987	Early	21.24	72.65	20.25	13.95	9.28	8.66	2.31554443	1.059161107	1.146678416
4137	scandens	male	2	1988	Early	23.1	72	21	15.8	10	9.3	3.014391814	2.741020303	1.561461156
5367	scandens	male	2	1988	Early	21.15	74	20.75	15.1	9.25	8.65	2.79457254	1.358139313	1.795362147
10268	scandens	male	2	1988	Early	23.3	72.7	21.8	14.53	9.43	9	3.598703573	1.66180016	1.239398498
14584	scandens	male	2	1988	Early	20.69	72.33	21.19	15.04	9.21	8.73	2.617027524	1.386741618	1.739577338
14647	scandens	female	2	1988	Early	19.8	72	19.9	14.1	9	8.4	1.687194895	0.644833814	1.468396716
14728	scandens	male	2	1988	Early	21.31	76.84	20.8	14.29	9.37	8.9	3.365451184	1.45262516	1.180394691
14758	scandens	female	2	1988	Early	20.31	70.84	20.34	13.84	8.91	8.65	1.824106393	0.739674262	1.240145393
14759	scandens	female	2	1988	Early	20.96	67.33	21.44	14.04	9.06	8.6	1.913413119	0.862604584	1.313930736
14835	scandens	male	2	1988	Early	19.76	72.33	20.45	14.09	8.91	8.6	2.021000539	0.764162521	1.401813635
15235	scandens	female	2	1988	Early	17.41	68.84	20.4	14.04	7.96	7.85	0.829902412	-0.677009583	2.122006099
15243	scandens	male	2	1988	Early	16.25	69.5	19.6	13.9	8.9	8.45	0.268093008	0.559515204	1.374472631
15407	scandens	female	2	1988	Early	17.8	66	19.8	13.87	8.8	7.83	0.101620714	-0.11306011	1.700022498
15421	scandens	male	2	1988	Early	20.51	72.33	21.15	14.44	9.51	8.85	2.554960489	1.553640068	1.230741108
15603	scandens	unknown	2	1988	Early	19.4	69	19.5	12.8	10	8.6	0.851764429	1.212756582	0.254148871
15658	scandens	male	2	1988	Early	21.25	72.5	22.25	14.45	9.85	9.25	3.323553481	2.192095127	0.904612041
15704	scandens	female	2	1988	Early	15.91	64.83	20.45	12.34	8.81	7.9	-0.207052571	-0.479497827	0.821445694
15760	scandens	male	2	1988	Early	21.77	74.33	21.3	14.34	9.01	8.5	3.280236805	0.816397102	1.547539265
15765	scandens	male	2	1988	Early	20.3	72.5	21.5	13.85	8.9	9	2.717761957	1.067370238	1.079322386
15798	scandens	female	2	1988	Early	17.67	69	20.47	13.15	8.4	7.87	0.954498677	-0.583232359	1.446144422
15849	scandens	male	2	1988	Early	20	74	19.3	12	9.9	9.6	1.781369917	1.856786021	-0.631737838
5582	scandens	female	2	1989	Early	21.17	69	20.43	15.07	8.87	8.57	1.7391585	0.9876911	1.970872369
10061	scandens	male	2	1989	Early	23.2	75	20.8	15.2	9.6	9.1	3.471029918	2.077501344	1.490310475
10245	scandens	male	2	1989	Early	21.95	71.5	20.95	14.65	9.45	8.7	2.634495117	1.426525614	1.443272241
10740	scandens	male	2	1989	Early	20.6	76	22	14.75	9.3	8.65	3.671291904	1.294999522	1.582956684
13256	scandens	male	2	1989	Early	23.2	77	20.8	15.35	9.85	9.4	3.828952892	2.593601722	1.32600757
14576	scandens	female	2	1989	Early	18.7	71	20	13.8	8.6	8	1.306763325	-0.122235116	1.659385561
14645	scandens	female	2	1989	Early	21	71	21.1	14.9	9.4	9	2.403871424	1.745741865	1.454735134
14731	scandens	male	2	1989	Early	19.33	73.34	20.9	14.04	9.02	8.98	2.335137735	1.193341179	1.145096717
14755	scandens	male	2	1989	Early	22.3	72	20.8	13.6	8.9	8.6	2.727065519	0.615588074	1.136667974
14906	scandens	male	2	1989	Early	19.13	72.34	20.2	14.14	9.02	8.68	1.748765149	0.937264719	1.346039286
14946	scandens	male	2	1989	Early	21.9	72.5	21.25	14.9	9.65	9.15	2.956835021	2.076231725	1.281036817
15090	scandens	male	2	1989	Early	21.4	71	21	14.3	9.1	9	2.444279332	1.347354732	1.24596749
15119	scandens	female	2	1989	Early	18.25	70	20.9	14	8.5	7.95	1.488910443	-0.187363353	1.833864612
15237	scandens	female	2	1989	Early	18.6	70	20	13	8.3	8.1	1.104792956	-0.483240335	1.292081479
15252	scandens	female	2	1989	Early	18.1	68	19.15	12.5	8	7.85	0.192990808	-1.090226827	1.259921534
15422	scandens	female	2	1989	Early	19	68	20.2	14.5	9.1	8.6	0.942160749	1.025110215	1.550513148
15441	scandens	female	2	1989	Early	20.05	70	19.5	14.6	9.1	8.45	1.180283649	0.911465057	1.678451107
15608	scandens	male	2	1989	Early	20	74	20.9	14.9	8.9	8.3	2.607411826	0.704945339	1.99681073
15638	scandens	male	2	1989	Early	21.75	74	21.95	14.35	9.2	8.8	3.552157264	1.247062825	1.330496161
15639	scandens	female	2	1989	Early	18.85	69	20.45	14.2	9.1	8.5	1.215677961	0.843797582	1.434382842
15676	scandens	male	2	1989	Early	21.8	73	22.1	14.9	8.5	8	3.462141646	0.119189042	2.303929882
15685	scandens	female	2	1989	Early	18.13	73.34	20.1	13.84	9.02	8.88	1.646010197	1.040814691	1.083899759
15738	scandens	male	2	1989	Early	21.1	74.5	20.7	15	9.35	8.85	2.846735033	1.594484995	1.602811835
15812	scandens	male	2	1989	Early	21.4	72.5	21.65	14.85	9.25	8.6	3.048301088	1.238696853	1.682363645
15817	scandens	male	2	1989	Early	23.87	74.33	23.2	14.77	9.73	9.43	4.744348094	2.36486024	1.041126204
15859	scandens	male	2	1989	Early	19.95	71.75	21.7	14.57	8.95	8.9	2.606264993	1.217287984	1.503373496
15863	scandens	female	2	1989	Early	19.08	65.84	18.85	11.69	9.07	8.93	-0.122961818	0.507001412	-0.141640852
15986	scandens	male	2	1989	Early	20.75	73.7	20.95	14.17	8.72	8.8	2.752103804	0.834175334	1.424948051
1444	scandens	male	2	1990	Early	22.8	74.5	21.85	14.85	9.55	9.1	3.831603649	1.939138129	1.318182495
4706	scandens	male	2	1990	Early	19	74	21.3	14.8	9.5	8.3	2.583833483	1.127499736	1.700212483
5322	scandens	male	2	1990	Early	21	73	21.1	14	9.3	8.8	2.761794398	1.221534745	1.097951958
5351	scandens	female	2	1990	Early	17.3	72	20.05	13.6	8.95	8.5	1.189414274	0.558245585	1.165198973
10223	scandens	male	2	1990	Early	24	77	21.6	15.2	9.8	9.8	4.426044902	2.892627599	1.069067328
14918	scandens	male	2	1990	Early	21.1	74	22.2	16	9.5	8.9	3.531668579	2.042658668	2.067394229
14995	scandens	male	2	1990	Early	19.7	72	21.1	14.2	9.2	8.3	2.283717444	0.729112603	1.491444839
15234	scandens	male	2	1990	Early	19.4	72	21.7	14.3	8.9	8.4	2.524456514	0.627182678	1.618540896
15419	scandens	female	2	1990	Early	18.6	70	20.4	14.9	8.6	7.9	1.311303433	0.099458264	2.312322139
15476	scandens	female	2	1990	Early	17.6	68	20.6	13.6	8.6	8.2	0.826546878	0.010100999	1.452179383
15736	scandens	male	2	1990	Early	20	75	21	15	9.1	9.1	2.838000932	1.643811939	1.581831192
